"","gene_id","control1","control2","treat1","treat2"
"36173","NM_152599",0,0,0,0
"36174","NM_152600",63,61,63,34
"36175","NM_152601",54,60,57,50
"36176","NM_152603",0,0,0,0
"36177","NM_152604",58,54,50,56
"36178","NM_152605",12,7,17,22
"36179","NM_152606",0,0,0,0
"36180","NM_152607",0,0,0,0
"36181","NM_152608",215,258,393,318
"36182","NM_152609",260,256,386,355
"36183","NM_152610",0,0,2,1
"36184","NM_152611",8,2,1,7
"36185","NM_152612",2,3,1,4
"36186","NM_152613",0,5,1,2
"36187","NM_152614",0,0,0,0
"36188","NM_152615",0,0,0,0
"36189","NM_152616",0,0,0,0
"36190","NM_152617",337,333,417,340
"36191","NM_152618",0,0,0,0
"36192","NM_152620",0,0,0,0
"36193","NM_152621",0,0,0,1
"36194","NM_152622",0,0,0,0
"36195","NM_152623",0,0,0,0
"36196","NM_152624",0,0,0,0
"36197","NM_152625",0,0,1,1
"36198","NM_152626",0,0,0,0
"36199","NM_152628",0,0,1,1
"36200","NM_152629",0,0,0,1
"36201","NM_152630",0,0,0,0
"36202","NM_152631",0,1,0,0
"36203","NM_152632",0,0,0,0
"36204","NM_152633",0,0,0,0
"36205","NM_152634",0,0,2,0
"36206","NM_152635",1,0,2,0
"36207","NM_152636",3,1,0,1
"36208","NM_152637",2,3,9,9
"36209","NM_152638",0,0,2,1
"36210","NM_152640",225,180,276,192
"36211","NM_152641",528,481,437,393
"36212","NM_152643",15,16,14,11
"36213","NM_152644",0,0,0,0
"36214","NM_152647",48,33,43,35
"36215","NM_152649",22,16,22,22
"36216","NM_152652",0,1,2,1
"36217","NM_152653",181,166,199,144
"36218","NM_152654",1,0,2,0
"36219","NM_152655",0,0,0,0
"36220","NM_152657",12,8,8,5
"36221","NM_152658",47,50,53,45
"36222","NM_152660",0,0,0,0
"36223","NM_152663",2,2,2,3
"36224","NM_152665",13,17,8,5
"36225","NM_152666",0,0,0,0
"36226","NM_152667",137,159,154,157
"36227","NM_152670",0,0,0,0
"36228","NM_152671",0,0,0,0
"36229","NM_152672",10,10,19,10
"36230","NM_152673",0,0,0,0
"36231","NM_152676",0,0,0,0
"36232","NM_152677",0,0,2,1
"36233","NM_152678",152,167,156,124
"36234","NM_152679",0,0,1,0
"36235","NM_152680",183,178,158,133
"36236","NM_152682",0,0,0,0
"36237","NM_152683",0,0,0,0
"36238","NM_152685",0,0,0,0
"36239","NM_152686",215,226,228,211
"36240","NM_152687",0,0,0,0
"36241","NM_152688",0,0,2,0
"36242","NM_152692",0,1,0,0
"36243","NM_152694",10,6,2,1
"36244","NM_152695",141,146,159,144
"36245","NM_152696",0,0,0,0
"36246","NM_152697",0,0,0,0
"36247","NM_152698",0,0,0,0
"36248","NM_152699",7,12,9,13
"36249","NM_152701",11,6,49,29
"36250","NM_152703",0,0,0,0
"36251","NM_152704",0,0,0,0
"36252","NM_152705",0,0,0,0
"36253","NM_152706",0,0,0,0
"36254","NM_152707",120,129,163,155
"36255","NM_152709",0,0,0,0
"36256","NM_152710",1,0,0,0
"36257","NM_152713",0,0,0,0
"36258","NM_152715",3,3,5,8
"36259","NM_152716",514,568,463,430
"36260","NM_152717",0,0,0,0
"36261","NM_152718",16,5,112,82
"36262","NM_152719",0,0,0,0
"36263","NM_152720",3,1,1,1
"36264","NM_152721",6,5,9,12
"36265","NM_152722",1,1,9,6
"36266","NM_152723",25,28,19,14
"36267","NM_152724",0,0,0,0
"36268","NM_152725",0,0,0,0
"36269","NM_152726",288,294,365,366
"36270","NM_152727",417,389,296,225
"36271","NM_152729",132,122,182,145
"36272","NM_152730",0,0,0,0
"36273","NM_152731",202,194,218,154
"36274","NM_152732",0,0,0,0
"36275","NM_152733",0,0,0,0
"36276","NM_152734",0,0,0,0
"36277","NM_152735",2,1,0,0
"36278","NM_152736",0,0,0,0
"36279","NM_152737",0,0,0,0
"36280","NM_152739",40,35,28,26
"36281","NM_152740",674,617,572,463
"36282","NM_152742",9,15,3,1
"36283","NM_152743",210,215,216,172
"36284","NM_152744",19,8,18,21
"36285","NM_152745",0,0,0,1
"36286","NM_152748",0,0,0,0
"36287","NM_152749",12,10,18,8
"36288","NM_152750",1,0,2,1
"36289","NM_152751",0,0,0,0
"36290","NM_152753",0,0,0,0
"36291","NM_152754",440,390,537,535
"36292","NM_152755",330,385,479,361
"36293","NM_152756",0,0,0,0
"36294","NM_152758",0,0,0,0
"36295","NM_152759",0,0,0,0
"36296","NM_152760",25,14,9,11
"36297","NM_152761",0,0,0,0
"36298","NM_152762",2,0,0,1
"36299","NM_152763",1,0,1,1
"36300","NM_152764",0,0,0,0
"36301","NM_152765",9,7,8,9
"36302","NM_152766",62,74,63,53
"36303","NM_152769",14,18,29,25
"36304","NM_152770",0,0,0,0
"36305","NM_152772",213,206,116,98
"36306","NM_152773",35,26,39,32
"36307","NM_152774",0,0,1,0
"36308","NM_152775",0,0,0,0
"36309","NM_152778",159,142,127,126
"36310","NM_152779",0,0,0,0
"36311","NM_152780",0,0,0,0
"36312","NM_152781",0,0,0,0
"36313","NM_152782",0,0,0,0
"36314","NM_152783",0,0,0,0
"36315","NM_152784",1,1,1,0
"36316","NM_152785",0,0,0,0
"36317","NM_152786",0,0,3,1
"36318","NM_152787",253,275,434,366
"36319","NM_152788",9,0,3,7
"36320","NM_152789",0,0,0,0
"36321","NM_152791",0,0,0,0
"36322","NM_152792",8,6,8,4
"36323","NM_152793",299,323,516,408
"36324","NM_152794",0,0,0,0
"36325","NM_152795",0,0,0,0
"36326","NM_152796",0,0,0,0
"36327","NM_152827",0,0,0,0
"36328","NM_152829",0,0,1,0
"36329","NM_152830",0,0,0,0
"36330","NM_152832",0,0,0,0
"36331","NM_152833",24,26,26,29
"36332","NM_152834",265,264,207,168
"36333","NM_152835",0,0,0,0
"36334","NM_152836",0,0,0,0
"36335","NM_152837",0,0,0,0
"36336","NM_152838",0,0,0,0
"36337","NM_152841",0,0,0,0
"36338","NM_152850",0,0,0,1
"36339","NM_152851",0,0,0,0
"36340","NM_152852",0,0,0,0
"36341","NM_152854",0,0,0,0
"36342","NM_152855",0,0,0,0
"36343","NM_152856",0,0,0,0
"36344","NM_152857",0,0,0,0
"36345","NM_152858",0,0,0,0
"36346","NM_152860",0,0,0,0
"36347","NM_152862",6,8,5,3
"36348","NM_152864",0,0,0,0
"36349","NM_152866",0,0,0,0
"36350","NM_152868",0,0,0,0
"36351","NM_152869",0,0,0,0
"36352","NM_152871",0,0,0,0
"36353","NM_152872",0,0,0,0
"36354","NM_152879",3,2,2,0
"36355","NM_152880",0,0,0,0
"36356","NM_152881",0,0,0,0
"36357","NM_152882",0,0,0,0
"36358","NM_152888",0,0,2,1
"36359","NM_152889",0,0,0,0
"36360","NM_152890",35,33,37,27
"36361","NM_152891",0,0,0,0
"36362","NM_152892",0,0,0,0
"36363","NM_152896",0,0,0,0
"36364","NM_152897",0,0,0,0
"36365","NM_152898",1,0,0,0
"36366","NM_152899",0,0,0,0
"36367","NM_152900",0,0,1,1
"36368","NM_152901",0,0,0,0
"36369","NM_152902",346,365,415,314
"36370","NM_152903",228,204,262,206
"36371","NM_152904",0,0,0,0
"36372","NM_152905",0,0,0,0
"36373","NM_152906",0,0,0,0
"36374","NM_152908",0,0,0,0
"36375","NM_152909",0,0,0,0
"36376","NM_152910",0,0,0,0
"36377","NM_152911",0,0,0,0
"36378","NM_152912",0,0,0,0
"36379","NM_152913",0,0,0,0
"36380","NM_152914",202,233,161,127
"36381","NM_152924",0,0,0,0
"36382","NM_152925",0,0,0,0
"36383","NM_152926",0,0,0,0
"36384","NM_152927",0,0,0,0
"36385","NM_152928",0,0,0,0
"36386","NM_152932",9,4,6,3
"36387","NM_152943",0,0,0,0
"36388","NM_152945",130,137,122,116
"36389","NM_152988",0,0,0,0
"36390","NM_152989",0,0,0,0
"36391","NM_152990",1,2,3,2
"36392","NM_152992",0,0,0,0
"36393","NM_152994",0,0,0,0
"36394","NM_152995",0,0,0,0
"36395","NM_152996",0,3,3,1
"36396","NM_152997",0,0,0,0
"36397","NM_152998",0,0,0,0
"36398","NM_152999",0,0,0,0
"36399","NM_153000",1072,665,797,456
"36400","NM_153001",0,0,0,0
"36401","NM_153002",0,0,0,0
"36402","NM_153005",0,1,0,0
"36403","NM_153006",24,27,28,25
"36404","NM_153007",0,0,0,0
"36405","NM_153013",0,0,0,0
"36406","NM_153015",0,0,1,1
"36407","NM_153018",88,94,98,75
"36408","NM_153020",1,0,0,2
"36409","NM_153021",0,0,0,0
"36410","NM_153022",0,2,0,0
"36411","NM_153023",0,0,0,0
"36412","NM_153025",0,0,0,0
"36413","NM_153026",7,13,12,12
"36414","NM_153027",14,12,16,13
"36415","NM_153028",0,0,0,0
"36416","NM_153029",361,331,338,316
"36417","NM_153033",95,93,71,54
"36418","NM_153034",0,2,4,1
"36419","NM_153035",86,98,145,127
"36420","NM_153036",0,0,0,0
"36421","NM_153038",1,4,3,3
"36422","NM_153040",0,0,0,0
"36423","NM_153042",142,121,144,112
"36424","NM_153045",131,132,74,69
"36425","NM_153046",12,6,13,11
"36426","NM_153047",2,4,7,3
"36427","NM_153048",0,0,0,0
"36428","NM_153050",0,1,0,0
"36429","NM_153051",0,0,0,0
"36430","NM_153182",0,0,0,0
"36431","NM_153183",0,0,0,0
"36432","NM_153184",0,0,0,0
"36433","NM_153186",16,6,6,10
"36434","NM_153187",0,0,0,0
"36435","NM_153188",40,42,46,48
"36436","NM_153189",0,0,0,0
"36437","NM_153200",5,11,10,6
"36438","NM_153201",0,0,0,0
"36439","NM_153202",0,0,0,0
"36440","NM_153206",0,0,0,0
"36441","NM_153207",12,14,12,18
"36442","NM_153208",0,0,0,0
"36443","NM_153209",0,0,0,0
"36444","NM_153210",0,0,0,0
"36445","NM_153211",1,0,0,0
"36446","NM_153212",0,0,0,0
"36447","NM_153213",48,42,23,34
"36448","NM_153214",1,0,0,0
"36449","NM_153215",0,0,0,0
"36450","NM_153216",6,1,0,4
"36451","NM_153217",0,0,0,0
"36452","NM_153218",5,9,27,13
"36453","NM_153219",87,109,127,83
"36454","NM_153221",3,2,7,3
"36455","NM_153223",5,7,9,11
"36456","NM_153225",24,33,25,33
"36457","NM_153226",0,0,0,0
"36458","NM_153228",8,5,12,7
"36459","NM_153229",0,0,0,0
"36460","NM_153230",2,2,2,2
"36461","NM_153232",93,78,115,99
"36462","NM_153234",0,0,0,2
"36463","NM_153235",68,75,54,27
"36464","NM_153236",0,0,0,0
"36465","NM_153237",1,5,2,0
"36466","NM_153240",80,62,69,86
"36467","NM_153244",0,1,5,2
"36468","NM_153246",0,0,0,0
"36469","NM_153247",0,0,0,0
"36470","NM_153251",0,0,0,0
"36471","NM_153252",236,242,288,257
"36472","NM_153253",4,1,1,2
"36473","NM_153254",0,0,0,0
"36474","NM_153255",14,5,13,17
"36475","NM_153256",13,13,20,11
"36476","NM_153257",0,1,2,1
"36477","NM_153259",8,2,4,10
"36478","NM_153260",133,134,165,158
"36479","NM_153261",0,0,0,0
"36480","NM_153262",0,0,0,0
"36481","NM_153263",0,0,0,0
"36482","NM_153264",0,0,0,0
"36483","NM_153265",9,7,6,3
"36484","NM_153266",0,0,1,1
"36485","NM_153267",0,0,0,0
"36486","NM_153268",0,0,0,0
"36487","NM_153269",0,0,0,0
"36488","NM_153270",0,0,0,0
"36489","NM_153271",824,728,715,676
"36490","NM_153273",0,0,0,0
"36491","NM_153274",5,3,9,1
"36492","NM_153276",0,0,0,0
"36493","NM_153277",0,0,0,0
"36494","NM_153278",0,0,0,0
"36495","NM_153280",16,9,23,14
"36496","NM_153281",0,3,0,1
"36497","NM_153282",0,0,0,0
"36498","NM_153283",0,0,0,0
"36499","NM_153285",0,0,0,0
"36500","NM_153289",0,0,0,0
"36501","NM_153320",0,0,0,0
"36502","NM_153321",0,0,0,0
"36503","NM_153322",4,5,1,2
"36504","NM_153323",0,0,0,0
"36505","NM_153324",0,0,0,0
"36506","NM_153325",0,0,1,0
"36507","NM_153326",0,0,0,0
"36508","NM_153329",6,3,2,1
"36509","NM_153330",0,0,0,0
"36510","NM_153331",1,2,2,1
"36511","NM_153332",139,196,195,192
"36512","NM_153333",23,23,28,18
"36513","NM_153334",0,0,0,0
"36514","NM_153335",8,7,11,8
"36515","NM_153336",15,9,12,16
"36516","NM_153337",0,0,0,0
"36517","NM_153338",0,0,0,0
"36518","NM_153339",90,83,143,106
"36519","NM_153340",113,89,49,29
"36520","NM_153341",0,0,0,0
"36521","NM_153343",0,0,1,1
"36522","NM_153345",0,0,0,0
"36523","NM_153346",1,1,0,0
"36524","NM_153347",28,35,32,34
"36525","NM_153348",2,6,7,4
"36526","NM_153350",3,3,6,5
"36527","NM_153353",0,0,0,0
"36528","NM_153354",0,0,0,0
"36529","NM_153355",0,0,0,0
"36530","NM_153356",0,0,0,0
"36531","NM_153357",0,3,2,0
"36532","NM_153358",223,177,216,202
"36533","NM_153360",0,0,0,0
"36534","NM_153361",0,1,4,1
"36535","NM_153362",0,0,0,0
"36536","NM_153363",0,0,0,0
"36537","NM_153364",0,0,1,1
"36538","NM_153365",126,144,154,150
"36539","NM_153366",3075,2947,2355,2215
"36540","NM_153367",1087,992,963,883
"36541","NM_153368",0,0,0,0
"36542","NM_153369",72,69,84,93
"36543","NM_153370",0,0,0,0
"36544","NM_153371",102,83,73,65
"36545","NM_153372",0,0,0,1
"36546","NM_153373",0,0,0,0
"36547","NM_153374",8,6,5,1
"36548","NM_153376",7,4,1,7
"36549","NM_153377",131,133,100,67
"36550","NM_153378",0,0,0,0
"36551","NM_153380",0,0,0,0
"36552","NM_153426",0,0,0,0
"36553","NM_153427",0,0,0,0
"36554","NM_153429",0,0,0,0
"36555","NM_153432",0,0,0,0
"36556","NM_153433",0,0,0,0
"36557","NM_153435",0,0,0,0
"36558","NM_153436",0,0,0,0
"36559","NM_153437",0,0,0,0
"36560","NM_153439",0,0,0,0
"36561","NM_153440",0,0,0,0
"36562","NM_153442",0,0,1,3
"36563","NM_153443",0,0,0,0
"36564","NM_153444",0,0,0,0
"36565","NM_153445",0,0,0,0
"36566","NM_153446",0,0,0,0
"36567","NM_153447",0,0,1,0
"36568","NM_153448",0,0,0,0
"36569","NM_153449",0,0,0,0
"36570","NM_153450",6,4,4,0
"36571","NM_153451",84,98,144,172
"36572","NM_153453",0,0,0,0
"36573","NM_153456",0,0,8,3
"36574","NM_153460",0,0,0,0
"36575","NM_153461",0,0,0,0
"36576","NM_153464",0,0,0,0
"36577","NM_153477",0,0,0,0
"36578","NM_153478",0,0,0,0
"36579","NM_153480",0,0,0,0
"36580","NM_153481",0,0,0,0
"36581","NM_153483",0,1,0,0
"36582","NM_153485",0,0,0,0
"36583","NM_153486",0,0,0,0
"36584","NM_153487",110,69,58,54
"36585","NM_153488",0,0,0,0
"36586","NM_153490",0,0,0,0
"36587","NM_153497",0,0,0,0
"36588","NM_153498",28,26,63,52
"36589","NM_153499",0,0,0,0
"36590","NM_153500",0,0,0,0
"36591","NM_153603",190,192,189,154
"36592","NM_153604",0,0,0,0
"36593","NM_153605",1014,934,1001,860
"36594","NM_153606",0,0,0,0
"36595","NM_153607",379,463,416,381
"36596","NM_153608",3,2,0,0
"36597","NM_153609",0,0,0,0
"36598","NM_153610",131,97,68,62
"36599","NM_153611",0,0,0,0
"36600","NM_153612",1,0,0,1
"36601","NM_153613",164,127,145,126
"36602","NM_153614",3,1,0,1
"36603","NM_153615",78,83,79,81
"36604","NM_153616",0,0,0,0
"36605","NM_153617",0,0,0,0
"36606","NM_153618",0,1,0,1
"36607","NM_153619",0,0,0,0
"36608","NM_153620",0,0,0,0
"36609","NM_153631",1,0,0,0
"36610","NM_153633",0,0,0,0
"36611","NM_153634",24,15,40,38
"36612","NM_153635",0,0,0,0
"36613","NM_153636",0,0,0,0
"36614","NM_153638",47,41,45,31
"36615","NM_153640",2,3,5,2
"36616","NM_153645",2,2,4,4
"36617","NM_153646",0,0,0,0
"36618","NM_153647",0,0,0,0
"36619","NM_153648",0,0,0,0
"36620","NM_153649",0,0,0,0
"36621","NM_153675",0,0,0,0
"36622","NM_153676",0,0,0,0
"36623","NM_153681",4,2,5,8
"36624","NM_153682",0,0,0,0
"36625","NM_153685",0,0,0,0
"36626","NM_153686",93,86,61,39
"36627","NM_153687",338,315,517,501
"36628","NM_153688",121,138,96,83
"36629","NM_153689",183,177,203,181
"36630","NM_153690",341,246,789,673
"36631","NM_153692",1,0,3,1
"36632","NM_153693",0,0,0,0
"36633","NM_153694",0,0,0,0
"36634","NM_153695",47,29,25,36
"36635","NM_153696",0,0,2,1
"36636","NM_153697",0,0,0,0
"36637","NM_153698",225,188,154,153
"36638","NM_153699",0,0,0,0
"36639","NM_153700",0,0,0,0
"36640","NM_153701",0,0,0,0
"36641","NM_153702",338,380,421,362
"36642","NM_153703",0,0,0,0
"36643","NM_153704",0,0,0,0
"36644","NM_153705",595,532,521,527
"36645","NM_153706",2,3,1,4
"36646","NM_153707",0,0,0,0
"36647","NM_153708",0,0,6,0
"36648","NM_153710",2,0,0,0
"36649","NM_153711",332,329,372,323
"36650","NM_153712",875,865,1104,1044
"36651","NM_153713",642,556,453,454
"36652","NM_153714",2,2,3,4
"36653","NM_153716",0,0,0,0
"36654","NM_153717",0,0,0,0
"36655","NM_153718",0,0,0,0
"36656","NM_153719",0,1,0,1
"36657","NM_153741",0,3,0,1
"36658","NM_153742",0,0,0,0
"36659","NM_153746",0,0,0,0
"36660","NM_153747",0,0,0,0
"36661","NM_153748",0,0,0,0
"36662","NM_153756",0,0,0,0
"36663","NM_153757",45,48,44,50
"36664","NM_153758",0,0,0,0
"36665","NM_153759",1,1,0,1
"36666","NM_153764",0,0,0,0
"36667","NM_153765",0,0,0,0
"36668","NM_153766",0,0,0,0
"36669","NM_153767",0,0,0,0
"36670","NM_153768",0,0,0,0
"36671","NM_153769",0,0,0,0
"36672","NM_153770",0,0,0,0
"36673","NM_153809",1,0,1,1
"36674","NM_153810",761,702,742,780
"36675","NM_153811",1,1,0,0
"36676","NM_153812",139,139,128,135
"36677","NM_153813",11,13,25,17
"36678","NM_153815",0,0,0,0
"36679","NM_153816",0,0,0,0
"36680","NM_153818",1,0,1,0
"36681","NM_153819",0,1,0,0
"36682","NM_153823",0,0,0,0
"36683","NM_153824",0,0,0,0
"36684","NM_153826",0,0,0,0
"36685","NM_153827",0,0,0,0
"36686","NM_153828",0,0,0,0
"36687","NM_153831",0,0,0,0
"36688","NM_153832",1,0,0,1
"36689","NM_153833",0,0,0,0
"36690","NM_153834",0,2,2,2
"36691","NM_153835",2,3,6,4
"36692","NM_153836",0,0,0,0
"36693","NM_153837",0,0,0,0
"36694","NM_153838",1,0,6,4
"36695","NM_153839",0,0,0,1
"36696","NM_153840",0,0,0,0
"36697","NM_156039",0,0,0,0
"36698","NM_170587",0,0,1,0
"36699","NM_170589",0,0,0,0
"36700","NM_170600",0,0,0,0
"36701","NM_170601",13,13,18,9
"36702","NM_170604",0,0,0,0
"36703","NM_170606",1067,785,741,964
"36704","NM_170607",4,3,2,3
"36705","NM_170609",0,0,0,0
"36706","NM_170610",0,0,0,0
"36707","NM_170662",539,432,343,366
"36708","NM_170663",0,0,0,2
"36709","NM_170664",0,0,0,0
"36710","NM_170665",906,823,622,655
"36711","NM_170672",0,0,0,1
"36712","NM_170674",0,0,0,0
"36713","NM_170675",0,0,0,0
"36714","NM_170676",0,0,0,0
"36715","NM_170677",0,0,0,0
"36716","NM_170678",0,0,0,0
"36717","NM_170679",0,0,0,0
"36718","NM_170681",2,4,1,1
"36719","NM_170682",0,0,0,0
"36720","NM_170683",0,0,0,0
"36721","NM_170685",0,0,0,0
"36722","NM_170686",4,10,9,7
"36723","NM_170691",0,0,0,0
"36724","NM_170692",48,29,43,60
"36725","NM_170693",0,0,0,0
"36726","NM_170695",13,14,12,9
"36727","NM_170696",0,0,0,0
"36728","NM_170697",0,0,0,0
"36729","NM_170699",0,0,0,0
"36730","NM_170706",0,0,0,0
"36731","NM_170707",0,0,0,0
"36732","NM_170708",0,0,0,0
"36733","NM_170709",0,0,0,0
"36734","NM_170710",0,0,0,0
"36735","NM_170711",0,0,1,1
"36736","NM_170712",3,2,3,0
"36737","NM_170713",28,16,21,25
"36738","NM_170714",0,0,0,0
"36739","NM_170721",0,1,5,7
"36740","NM_170723",0,0,0,0
"36741","NM_170724",0,0,0,0
"36742","NM_170725",14,14,16,13
"36743","NM_170726",0,0,0,0
"36744","NM_170731",1,0,0,1
"36745","NM_170732",0,0,0,0
"36746","NM_170733",26,31,32,24
"36747","NM_170734",11,12,10,3
"36748","NM_170735",7,3,4,3
"36749","NM_170736",0,0,0,0
"36750","NM_170737",0,0,0,0
"36751","NM_170738",0,0,0,0
"36752","NM_170739",0,0,0,0
"36753","NM_170740",0,0,0,0
"36754","NM_170741",0,0,0,0
"36755","NM_170742",0,0,0,0
"36756","NM_170743",0,0,0,0
"36757","NM_170744",0,1,0,0
"36758","NM_170745",0,0,0,0
"36759","NM_170746",333,381,509,383
"36760","NM_170750",0,0,0,0
"36761","NM_170753",0,0,0,0
"36762","NM_170754",7,13,10,8
"36763","NM_170769",0,0,0,0
"36764","NM_170771",0,0,0,0
"36765","NM_170774",0,0,0,0
"36766","NM_170775",0,0,0,0
"36767","NM_170776",0,0,0,0
"36768","NM_170780",0,0,0,0
"36769","NM_170782",0,0,0,0
"36770","NM_170783",0,0,0,0
"36771","NM_170784",0,0,0,0
"36772","NM_171825",0,0,0,0
"36773","NM_171827",0,0,0,0
"36774","NM_171828",0,0,0,0
"36775","NM_171829",0,0,0,0
"36776","NM_171830",3,4,1,3
"36777","NM_171846",0,0,0,0
"36778","NM_171982",3,3,5,1
"36779","NM_171997",1,0,0,0
"36780","NM_171998",3,3,10,3
"36781","NM_171999",0,0,0,0
"36782","NM_172000",1,2,2,2
"36783","NM_172002",83,98,99,88
"36784","NM_172003",42,31,39,46
"36785","NM_172004",0,0,0,0
"36786","NM_172005",0,3,0,0
"36787","NM_172006",0,0,0,0
"36788","NM_172014",0,0,0,0
"36789","NM_172016",0,1,0,2
"36790","NM_172020",9,3,5,15
"36791","NM_172027",0,0,0,0
"36792","NM_172037",873,1046,3094,2373
"36793","NM_172056",0,0,0,0
"36794","NM_172057",0,0,0,0
"36795","NM_172058",0,0,0,0
"36796","NM_172059",0,0,0,0
"36797","NM_172060",0,0,0,0
"36798","NM_172069",73,78,53,43
"36799","NM_172070",632,553,763,750
"36800","NM_172071",0,0,0,0
"36801","NM_172078",0,0,0,0
"36802","NM_172079",0,0,0,0
"36803","NM_172080",0,0,0,0
"36804","NM_172081",0,0,0,0
"36805","NM_172082",0,0,0,0
"36806","NM_172083",0,0,0,0
"36807","NM_172084",0,0,0,0
"36808","NM_172087",0,0,0,0
"36809","NM_172088",0,0,0,0
"36810","NM_172089",0,0,0,0
"36811","NM_172095",0,0,0,0
"36812","NM_172101",0,0,0,0
"36813","NM_172102",0,0,0,0
"36814","NM_172103",0,0,0,0
"36815","NM_172105",0,0,0,0
"36816","NM_172106",0,0,0,0
"36817","NM_172107",0,0,0,0
"36818","NM_172108",0,0,0,0
"36819","NM_172109",0,0,0,0
"36820","NM_172110",0,0,0,0
"36821","NM_172114",1,0,0,1
"36822","NM_172115",0,0,0,0
"36823","NM_172127",0,0,0,0
"36824","NM_172128",0,0,0,0
"36825","NM_172129",0,0,0,2
"36826","NM_172130",0,0,0,0
"36827","NM_172131",0,0,0,0
"36828","NM_172138",0,0,0,0
"36829","NM_172139",0,0,0,0
"36830","NM_172140",0,0,0,0
"36831","NM_172159",0,0,0,0
"36832","NM_172160",0,0,0,0
"36833","NM_172163",0,0,0,0
"36834","NM_172165",0,0,0,0
"36835","NM_172166",0,0,0,0
"36836","NM_172167",0,0,0,0
"36837","NM_172168",0,0,0,0
"36838","NM_172169",0,0,0,0
"36839","NM_172170",0,0,0,0
"36840","NM_172171",3,6,2,3
"36841","NM_172173",0,0,0,0
"36842","NM_172175",1,4,0,3
"36843","NM_172177",0,0,0,0
"36844","NM_172193",43,34,36,38
"36845","NM_172194",0,0,0,0
"36846","NM_172195",0,0,1,1
"36847","NM_172197",0,0,0,0
"36848","NM_172198",0,0,0,0
"36849","NM_172200",0,0,0,0
"36850","NM_172201",5,2,2,1
"36851","NM_172206",0,0,0,0
"36852","NM_172207",1,1,1,3
"36853","NM_172208",0,0,0,0
"36854","NM_172209",0,0,0,0
"36855","NM_172210",0,0,0,0
"36856","NM_172211",0,0,0,0
"36857","NM_172212",5,3,8,5
"36858","NM_172213",0,0,0,0
"36859","NM_172214",0,0,0,0
"36860","NM_172215",0,0,0,0
"36861","NM_172216",0,0,0,0
"36862","NM_172217",0,0,0,0
"36863","NM_172218",0,0,0,0
"36864","NM_172219",0,0,0,0
"36865","NM_172220",0,0,0,0
"36866","NM_172225",0,0,0,0
"36867","NM_172226",0,0,0,0
"36868","NM_172229",0,0,0,0
"36869","NM_172230",0,0,0,0
"36870","NM_172231",189,164,204,191
"36871","NM_172232",2,7,1,3
"36872","NM_172236",6,4,3,7
"36873","NM_172238",0,0,0,0
"36874","NM_172240",0,0,0,0
"36875","NM_172241",0,0,4,1
"36876","NM_172242",0,0,0,0
"36877","NM_172244",8,7,8,12
"36878","NM_172245",0,0,0,0
"36879","NM_172246",0,0,0,0
"36880","NM_172247",0,0,0,0
"36881","NM_172249",0,0,0,0
"36882","NM_172250",86,91,153,140
"36883","NM_172251",128,140,165,153
"36884","NM_172311",0,0,0,0
"36885","NM_172312",10,10,14,18
"36886","NM_172313",0,0,0,0
"36887","NM_172314",0,0,0,0
"36888","NM_172315",5,1,1,3
"36889","NM_172316",6,9,4,5
"36890","NM_172337",0,0,0,0
"36891","NM_172341",1,0,0,0
"36892","NM_172344",0,0,0,0
"36893","NM_172347",0,0,0,0
"36894","NM_172348",0,0,0,0
"36895","NM_172349",0,0,0,0
"36896","NM_172350",0,0,0,0
"36897","NM_172351",0,0,0,0
"36898","NM_172352",0,0,0,0
"36899","NM_172353",0,0,0,0
"36900","NM_172359",0,0,0,0
"36901","NM_172361",0,0,0,0
"36902","NM_172362",0,0,0,0
"36903","NM_172364",9,12,13,13
"36904","NM_172365",15,8,14,7
"36905","NM_172366",0,0,0,0
"36906","NM_172367",1,0,0,0
"36907","NM_172369",0,0,0,0
"36908","NM_172370",0,0,0,0
"36909","NM_172373",6,16,12,5
"36910","NM_172374",0,0,0,0
"36911","NM_172375",0,0,0,0
"36912","NM_172377",0,0,0,0
"36913","NM_172387",0,0,0,0
"36914","NM_172388",0,0,0,0
"36915","NM_172389",0,0,0,0
"36916","NM_172390",0,0,0,0
"36917","NM_173039",23,16,16,19
"36918","NM_173042",0,0,0,0
"36919","NM_173044",0,0,0,0
"36920","NM_173050",0,0,0,2
"36921","NM_173054",0,0,0,0
"36922","NM_173059",0,0,0,0
"36923","NM_173060",0,0,0,0
"36924","NM_173064",0,0,0,0
"36925","NM_173065",0,0,0,0
"36926","NM_173073",0,0,0,0
"36927","NM_173074",8,9,9,11
"36928","NM_173075",0,0,0,0
"36929","NM_173076",0,0,0,0
"36930","NM_173077",1,0,3,0
"36931","NM_173078",0,0,0,0
"36932","NM_173079",151,122,149,185
"36933","NM_173080",0,0,0,0
"36934","NM_173081",0,0,0,0
"36935","NM_173082",0,1,0,0
"36936","NM_173083",0,0,0,0
"36937","NM_173084",480,493,178,159
"36938","NM_173086",0,0,0,0
"36939","NM_173087",0,0,0,0
"36940","NM_173088",4,5,4,10
"36941","NM_173089",0,0,0,0
"36942","NM_173090",0,0,0,0
"36943","NM_173091",0,0,0,0
"36944","NM_173092",0,0,0,0
"36945","NM_173156",0,0,0,0
"36946","NM_173157",0,0,0,0
"36947","NM_173159",0,0,0,0
