"","gene_id","control1","control2","treat1","treat2"
"2456","NM_001015885",2,1,0,5
"2457","NM_001015887",0,0,0,1
"2458","NM_001015891",0,0,0,0
"2459","NM_001015892",0,0,0,0
"2460","NM_001016",5559,6093,5774,4448
"2461","NM_001017",2079,2237,2495,1867
"2462","NM_001017361",0,0,0,0
"2463","NM_001017363",0,1,1,0
"2464","NM_001017364",0,0,0,0
"2465","NM_001017365",0,0,0,0
"2466","NM_001017366",0,0,0,0
"2467","NM_001017367",0,0,0,0
"2468","NM_001017368",1,3,1,1
"2469","NM_001017369",0,0,0,0
"2470","NM_001017370",0,0,0,0
"2471","NM_001017371",21,32,27,22
"2472","NM_001017372",0,0,0,0
"2473","NM_001017373",0,0,0,0
"2474","NM_001017388",0,0,0,0
"2475","NM_001017390",0,0,0,0
"2476","NM_001017392",68,66,56,50
"2477","NM_001017395",39,32,38,41
"2478","NM_001017396",0,0,0,0
"2479","NM_001017397",0,0,0,0
"2480","NM_001017398",0,0,0,0
"2481","NM_001017402",12,10,10,5
"2482","NM_001017403",0,0,0,0
"2483","NM_001017404",0,0,0,0
"2484","NM_001017405",0,0,0,0
"2485","NM_001017408",0,0,0,0
"2486","NM_001017415",0,1,0,1
"2487","NM_001017416",0,0,0,0
"2488","NM_001017417",0,0,0,1
"2489","NM_001017418",0,0,0,0
"2490","NM_001017420",41,51,12,18
"2491","NM_001017423",0,0,0,0
"2492","NM_001017424",87,49,107,102
"2493","NM_001017425",4,2,7,1
"2494","NM_001017434",0,0,0,0
"2495","NM_001017435",0,0,0,0
"2496","NM_001017436",0,0,0,0
"2497","NM_001017437",27,23,27,23
"2498","NM_001017438",0,0,0,0
"2499","NM_001017440",0,0,0,0
"2500","NM_001017520",0,0,0,0
"2501","NM_001017523",0,0,0,0
"2502","NM_001017524",0,0,0,0
"2503","NM_001017526",0,0,0,0
"2504","NM_001017528",0,0,0,0
"2505","NM_001017529",0,0,0,0
"2506","NM_001017530",0,0,0,0
"2507","NM_001017534",0,0,0,0
"2508","NM_001017535",2,2,3,4
"2509","NM_001017536",7,4,1,2
"2510","NM_001017915",0,0,0,0
"2511","NM_001017916",2,4,4,4
"2512","NM_001017917",0,0,0,0
"2513","NM_001017919",0,0,0,0
"2514","NM_001017920",0,1,1,0
"2515","NM_001017921",76,61,55,48
"2516","NM_001017922",24,14,16,10
"2517","NM_001017923",64,58,58,66
"2518","NM_001017924",0,0,0,0
"2519","NM_001017926",0,0,0,0
"2520","NM_001017927",48,43,46,42
"2521","NM_001017928",0,0,0,0
"2522","NM_001017930",0,0,0,0
"2523","NM_001017931",0,0,0,0
"2524","NM_001017956",0,0,0,0
"2525","NM_001017957",0,0,0,0
"2526","NM_001017958",0,0,0,0
"2527","NM_001017961",4,5,1,2
"2528","NM_001017962",0,0,0,0
"2529","NM_001017963",16,13,7,7
"2530","NM_001017964",86,85,94,66
"2531","NM_001017967",0,0,0,0
"2532","NM_001017969",519,462,443,392
"2533","NM_001017970",62,61,46,41
"2534","NM_001017971",20,22,15,16
"2535","NM_001017973",0,0,0,0
"2536","NM_001017974",0,0,0,0
"2537","NM_001017975",0,1,0,1
"2538","NM_001017977",0,0,0,0
"2539","NM_001017978",0,0,0,0
"2540","NM_001017979",0,0,0,0
"2541","NM_001017980",568,608,742,694
"2542","NM_001017981",133,133,174,137
"2543","NM_001017986",0,0,0,0
"2544","NM_001017987",0,0,0,0
"2545","NM_001017989",14,16,23,20
"2546","NM_001017990",0,0,0,0
"2547","NM_001017991",0,0,0,0
"2548","NM_001017992",1,1,1,1
"2549","NM_001017995",474,468,325,369
"2550","NM_001017998",0,0,0,0
"2551","NM_001017999",3,5,5,5
"2552","NM_001018",0,1,0,0
"2553","NM_001018000",1,0,0,4
"2554","NM_001018001",0,1,1,0
"2555","NM_001018003",0,3,0,0
"2556","NM_001018004",0,0,0,0
"2557","NM_001018005",0,0,0,0
"2558","NM_001018006",0,0,0,0
"2559","NM_001018007",0,0,0,0
"2560","NM_001018008",30,26,13,26
"2561","NM_001018009",0,0,0,0
"2562","NM_001018011",0,0,0,0
"2563","NM_001018016",0,0,0,0
"2564","NM_001018017",0,0,0,0
"2565","NM_001018020",0,0,0,0
"2566","NM_001018024",39,38,48,34
"2567","NM_001018025",13,7,15,12
"2568","NM_001018036",0,0,0,0
"2569","NM_001018037",0,0,0,0
"2570","NM_001018038",9,6,5,8
"2571","NM_001018039",0,0,0,0
"2572","NM_001018041",0,0,0,0
"2573","NM_001018044",0,0,0,0
"2574","NM_001018046",0,0,0,0
"2575","NM_001018047",0,0,0,0
"2576","NM_001018048",0,0,0,0
"2577","NM_001018049",0,0,0,0
"2578","NM_001018050",0,0,0,0
"2579","NM_001018052",0,0,0,0
"2580","NM_001018053",6,3,5,7
"2581","NM_001018054",0,0,0,0
"2582","NM_001018055",0,0,0,0
"2583","NM_001018056",0,0,0,0
"2584","NM_001018057",0,1,0,0
"2585","NM_001018058",0,0,0,0
"2586","NM_001018060",0,0,0,0
"2587","NM_001018064",0,0,0,0
"2588","NM_001018065",0,0,0,0
"2589","NM_001018066",0,0,0,0
"2590","NM_001018067",0,0,0,0
"2591","NM_001018068",0,0,0,0
"2592","NM_001018069",0,0,0,0
"2593","NM_001018070",0,0,0,0
"2594","NM_001018071",0,0,1,0
"2595","NM_001018072",0,0,2,1
"2596","NM_001018073",14,8,7,3
"2597","NM_001018074",0,0,0,0
"2598","NM_001018075",0,0,0,0
"2599","NM_001018076",13,7,9,15
"2600","NM_001018077",0,0,0,0
"2601","NM_001018078",13,9,5,7
"2602","NM_001018080",0,0,0,0
"2603","NM_001018081",0,0,0,0
"2604","NM_001018082",0,0,0,0
"2605","NM_001018088",0,0,0,0
"2606","NM_001018089",0,0,0,0
"2607","NM_001018090",0,0,0,0
"2608","NM_001018091",0,0,0,0
"2609","NM_001018100",0,0,0,0
"2610","NM_001018102",0,0,0,0
"2611","NM_001018104",2,3,1,0
"2612","NM_001018108",1,0,0,0
"2613","NM_001018109",0,0,0,0
"2614","NM_001018111",0,0,0,1
"2615","NM_001018112",4,7,2,4
"2616","NM_001018113",1,3,1,1
"2617","NM_001018115",7,10,1,2
"2618","NM_001018116",12,11,9,10
"2619","NM_001018136",0,0,0,0
"2620","NM_001018137",3,1,5,0
"2621","NM_001018138",2,9,3,4
"2622","NM_001018139",2,0,1,1
"2623","NM_001018159",2,2,1,3
"2624","NM_001018160",0,0,0,0
"2625","NM_001018161",0,0,0,0
"2626","NM_001018837",0,0,0,0
"2627","NM_001019",39,39,34,28
"2628","NM_001020",1847,1515,1849,1390
"2629","NM_001020658",0,0,0,0
"2630","NM_001020818",0,0,0,0
"2631","NM_001020819",0,0,0,0
"2632","NM_001020820",0,0,0,0
"2633","NM_001020821",0,0,0,0
"2634","NM_001020825",0,0,0,0
"2635","NM_001021",0,0,0,0
"2636","NM_001022",4161,5157,9206,6323
"2637","NM_001023",19,25,26,21
"2638","NM_001023560",0,0,0,0
"2639","NM_001023561",44,42,57,47
"2640","NM_001023563",5,5,6,7
"2641","NM_001023567",0,0,0,0
"2642","NM_001023570",18,15,8,18
"2643","NM_001023571",0,0,0,0
"2644","NM_001023587",39,30,35,32
"2645","NM_001024",2293,2151,2320,1625
"2646","NM_001024024",0,0,0,0
"2647","NM_001024070",0,0,0,0
"2648","NM_001024071",0,0,0,0
"2649","NM_001024074",7,13,6,4
"2650","NM_001024075",3,3,3,1
"2651","NM_001024094",0,0,0,0
"2652","NM_001024209",0,0,0,0
"2653","NM_001024210",15,15,27,28
"2654","NM_001024211",0,0,1,0
"2655","NM_001024212",23,21,30,24
"2656","NM_001024213",10,3,1,5
"2657","NM_001024215",3,1,0,0
"2658","NM_001024216",0,0,0,0
"2659","NM_001024218",0,0,0,0
"2660","NM_001024226",8,7,3,8
"2661","NM_001024227",0,0,1,2
"2662","NM_001024228",0,0,0,0
"2663","NM_001024372",0,0,0,0
"2664","NM_001024380",0,0,0,0
"2665","NM_001024381",0,0,0,0
"2666","NM_001024382",0,0,0,0
"2667","NM_001024383",1,0,0,1
"2668","NM_001024401",0,0,1,1
"2669","NM_001024452",0,1,0,2
"2670","NM_001024455",15,16,43,48
"2671","NM_001024457",3,4,3,3
"2672","NM_001024465",0,0,0,0
"2673","NM_001024466",0,0,0,0
"2674","NM_001024593",36,19,9,19
"2675","NM_001024594",24,29,38,29
"2676","NM_001024596",3,1,3,2
"2677","NM_001024598",0,0,0,0
"2678","NM_001024599",0,0,0,0
"2679","NM_001024601",3,0,1,1
"2680","NM_001024603",0,0,0,0
"2681","NM_001024607",0,0,0,0
"2682","NM_001024611",20,18,13,11
"2683","NM_001024613",0,0,0,0
"2684","NM_001024628",0,0,0,0
"2685","NM_001024629",0,0,0,0
"2686","NM_001024630",1,1,1,0
"2687","NM_001024644",0,0,0,0
"2688","NM_001024647",0,0,0,0
"2689","NM_001024649",0,0,0,0
"2690","NM_001024656",1,0,1,0
"2691","NM_001024660",1,5,5,6
"2692","NM_001024661",0,0,0,0
"2693","NM_001024662",48,45,60,49
"2694","NM_001024666",0,0,1,0
"2695","NM_001024674",55,61,47,49
"2696","NM_001024675",9,17,24,24
"2697","NM_001024678",60,72,70,44
"2698","NM_001024679",0,0,0,0
"2699","NM_001024680",10,6,13,14
"2700","NM_001024683",0,0,0,0
"2701","NM_001024688",1,1,1,0
"2702","NM_001024732",1,2,4,2
"2703","NM_001024736",110,83,110,110
"2704","NM_001024807",0,0,0,0
"2705","NM_001024808",0,0,0,0
"2706","NM_001024809",18,10,14,13
"2707","NM_001024822",0,0,0,0
"2708","NM_001024843",26,20,22,11
"2709","NM_001024844",0,0,0,0
"2710","NM_001024845",0,0,0,0
"2711","NM_001024847",2,3,0,3
"2712","NM_001024855",51,56,66,62
"2713","NM_001024858",4,10,1,9
"2714","NM_001024912",0,0,0,0
"2715","NM_001024916",0,0,0,0
"2716","NM_001024921",37,52,39,31
"2717","NM_001024924",20,19,32,16
"2718","NM_001024934",0,0,0,0
"2719","NM_001024935",0,0,0,0
"2720","NM_001024936",0,0,0,0
"2721","NM_001024937",0,0,0,0
"2722","NM_001024938",0,0,0,0
"2723","NM_001024939",6,1,3,3
"2724","NM_001024940",0,0,0,0
"2725","NM_001024943",0,0,0,0
"2726","NM_001024944",0,0,0,0
"2727","NM_001024946",0,0,0,0
"2728","NM_001024947",0,0,0,0
"2729","NM_001024948",22,33,26,19
"2730","NM_001024956",0,1,0,0
"2731","NM_001024957",0,0,0,0
"2732","NM_001024959",0,0,0,0
"2733","NM_001024960",0,0,0,0
"2734","NM_001025",6666,6118,7364,5443
"2735","NM_001025068",0,0,0,0
"2736","NM_001025069",0,0,0,0
"2737","NM_001025070",0,0,0,0
"2738","NM_001025071",0,0,0,0
"2739","NM_001025076",0,0,0,0
"2740","NM_001025077",3,6,0,2
"2741","NM_001025081",0,0,0,0
"2742","NM_001025087",0,0,0,0
"2743","NM_001025088",0,0,0,0
"2744","NM_001025089",0,0,0,0
"2745","NM_001025090",0,0,0,0
"2746","NM_001025091",0,0,0,0
"2747","NM_001025092",0,0,0,0
"2748","NM_001025096",0,0,0,0
"2749","NM_001025097",0,0,0,0
"2750","NM_001025100",30,42,29,44
"2751","NM_001025101",0,0,0,0
"2752","NM_001025104",0,0,0,0
"2753","NM_001025105",0,0,0,0
"2754","NM_001025107",11,5,11,5
"2755","NM_001025108",1,0,0,1
"2756","NM_001025109",0,0,0,0
"2757","NM_001025158",0,0,0,0
"2758","NM_001025159",0,0,0,0
"2759","NM_001025160",0,0,0,0
"2760","NM_001025161",0,0,0,0
"2761","NM_001025194",0,0,0,0
"2762","NM_001025195",0,0,0,0
"2763","NM_001025197",0,0,0,0
"2764","NM_001025199",0,0,0,0
"2765","NM_001025200",0,0,0,0
"2766","NM_001025201",0,0,0,0
"2767","NM_001025203",0,0,0,0
"2768","NM_001025204",0,0,0,0
"2769","NM_001025205",0,0,0,0
"2770","NM_001025231",0,0,0,0
"2771","NM_001025232",0,0,0,0
"2772","NM_001025233",0,0,0,0
"2773","NM_001025234",9,11,15,20
"2774","NM_001025235",0,0,0,0
"2775","NM_001025236",0,0,0,0
"2776","NM_001025237",9,7,14,8
"2777","NM_001025238",0,0,0,0
"2778","NM_001025239",0,0,0,0
"2779","NM_001025242",0,0,0,0
"2780","NM_001025243",0,0,0,0
"2781","NM_001025247",39,32,40,25
"2782","NM_001025248",67,61,69,40
"2783","NM_001025249",0,0,0,0
"2784","NM_001025252",0,0,0,0
"2785","NM_001025253",0,0,0,0
"2786","NM_001025265",0,0,0,0
"2787","NM_001025266",57,69,55,56
"2788","NM_001025290",0,0,0,0
"2789","NM_001025295",2,0,0,0
"2790","NM_001025300",477,489,411,399
"2791","NM_001025356",0,0,0,0
"2792","NM_001025357",30,54,13,7
"2793","NM_001025366",0,0,0,0
"2794","NM_001025367",0,0,0,0
"2795","NM_001025368",0,0,0,0
"2796","NM_001025369",0,0,0,0
"2797","NM_001025370",0,0,0,0
"2798","NM_001025389",2,2,8,19
"2799","NM_001025390",0,1,7,7
"2800","NM_001025433",0,0,0,0
"2801","NM_001025434",0,0,0,0
"2802","NM_001025436",23,38,30,25
"2803","NM_001025579",2,1,1,1
"2804","NM_001025580",0,0,0,0
"2805","NM_001025591",0,0,0,0
"2806","NM_001025593",0,0,0,0
"2807","NM_001025595",0,0,0,0
"2808","NM_001025596",0,0,0,0
"2809","NM_001025598",0,0,0,0
"2810","NM_001025603",0,0,0,0
"2811","NM_001025604",6,6,6,4
"2812","NM_001025616",34,26,21,31
"2813","NM_001025778",0,0,0,0
"2814","NM_001025780",32,49,45,33
"2815","NM_001025930",8,4,1,1
"2816","NM_001026",0,0,0,0
"2817","NM_001026213",0,0,0,0
"2818","NM_001026383",0,0,0,0
"2819","NM_001028",2119,2517,2290,1836
"2820","NM_001029",38,171,207,31
"2821","NM_001029835",0,0,0,0
"2822","NM_001029839",0,0,0,0
"2823","NM_001029840",0,0,0,0
"2824","NM_001029851",0,0,0,0
"2825","NM_001029852",0,0,0,0
"2826","NM_001029853",0,0,0,0
"2827","NM_001029854",0,0,0,0
"2828","NM_001029858",0,1,5,6
"2829","NM_001029859",237,216,212,195
"2830","NM_001029860",0,0,0,0
"2831","NM_001029861",0,0,0,0
"2832","NM_001029863",16,17,24,23
"2833","NM_001029864",141,112,89,83
"2834","NM_001029865",0,0,0,1
"2835","NM_001029869",0,0,4,2
"2836","NM_001029870",0,2,3,1
"2837","NM_001029871",0,0,0,0
"2838","NM_001029874",13,7,15,18
"2839","NM_001029875",0,0,1,0
"2840","NM_001029880",0,0,0,0
"2841","NM_001029881",0,0,0,0
"2842","NM_001029882",107,63,73,108
"2843","NM_001029883",0,0,0,0
"2844","NM_001029884",48,35,94,58
"2845","NM_001029885",153,159,181,162
"2846","NM_001029886",0,0,0,0
"2847","NM_001029888",0,0,0,0
"2848","NM_001029891",49,47,63,67
"2849","NM_001029896",29,23,38,27
"2850","NM_001029939",0,0,0,0
"2851","NM_001029954",12,5,8,5
"2852","NM_001029955",8,2,1,3
"2853","NM_001029976",0,1,0,0
"2854","NM_001029989",0,0,0,0
"2855","NM_001029991",2,0,2,0
"2856","NM_001029997",0,0,0,0
"2857","NM_001029998",0,0,0,0
"2858","NM_001030",1850,2799,2688,2048
"2859","NM_001030001",138,158,155,141
"2860","NM_001030002",0,0,0,0
"2861","NM_001030003",0,0,0,0
"2862","NM_001030004",0,0,0,0
"2863","NM_001030005",0,1,0,0
"2864","NM_001030006",0,0,0,0
"2865","NM_001030007",2,0,1,1
"2866","NM_001030009",0,0,0,0
"2867","NM_001030010",0,0,0,0
"2868","NM_001030013",0,0,0,0
"2869","NM_001030015",0,0,0,0
"2870","NM_001030018",0,0,0,0
"2871","NM_001030019",0,0,0,0
"2872","NM_001030047",0,0,0,0
"2873","NM_001030048",0,0,0,0
"2874","NM_001030055",0,0,0,0
"2875","NM_001030059",31,24,31,25
"2876","NM_001030060",64,80,47,45
"2877","NM_001030272",0,0,0,0
"2878","NM_001030273",0,0,0,0
"2879","NM_001030287",0,0,0,0
"2880","NM_001030288",0,0,0,0
"2881","NM_001030311",0,0,0,0
"2882","NM_001030312",0,0,0,0
"2883","NM_001030313",0,0,0,0
"2884","NM_001031",164,180,49,136
"2885","NM_001031615",0,0,0,0
"2886","NM_001031617",146,176,172,128
"2887","NM_001031618",0,0,0,0
"2888","NM_001031623",7,9,9,9
"2889","NM_001031628",12,10,14,8
"2890","NM_001031665",2,0,1,0
"2891","NM_001031666",0,0,0,0
"2892","NM_001031672",57,58,51,37
"2893","NM_001031677",0,0,0,0
"2894","NM_001031679",0,0,0,0
"2895","NM_001031680",0,0,0,0
"2896","NM_001031681",0,0,0,0
"2897","NM_001031683",0,0,0,0
"2898","NM_001031684",1,1,0,0
"2899","NM_001031685",0,0,0,0
"2900","NM_001031689",359,323,419,383
"2901","NM_001031690",0,0,0,0
"2902","NM_001031692",0,0,0,0
"2903","NM_001031693",0,0,0,0
"2904","NM_001031694",1,1,6,0
"2905","NM_001031695",0,0,0,0
"2906","NM_001031696",16,10,10,6
"2907","NM_001031698",3,5,1,2
"2908","NM_001031700",1,1,2,1
"2909","NM_001031701",237,179,173,185
"2910","NM_001031702",0,0,0,0
"2911","NM_001031703",185,183,188,170
"2912","NM_001031705",0,0,0,0
"2913","NM_001031709",28,18,13,19
"2914","NM_001031710",0,0,0,0
"2915","NM_001031711",2438,2168,3053,2886
"2916","NM_001031712",151,138,165,147
"2917","NM_001031713",262,288,249,279
"2918","NM_001031714",0,0,0,0
"2919","NM_001031715",0,0,0,1
"2920","NM_001031716",0,0,0,0
"2921","NM_001031717",5,1,2,4
"2922","NM_001031719",4,2,2,4
"2923","NM_001031720",3,6,3,5
"2924","NM_001031721",8,4,4,7
"2925","NM_001031722",0,1,0,0
"2926","NM_001031723",0,0,0,0
"2927","NM_001031725",138,142,191,149
"2928","NM_001031726",0,0,0,0
"2929","NM_001031727",25,27,19,27
"2930","NM_001031732",0,0,0,0
"2931","NM_001031733",0,0,0,0
"2932","NM_001031734",118,136,186,151
"2933","NM_001031735",0,0,0,0
"2934","NM_001031737",10,17,16,12
"2935","NM_001031738",3,3,2,3
"2936","NM_001031739",0,0,0,0
"2937","NM_001031740",0,0,0,0
"2938","NM_001031741",0,0,0,0
"2939","NM_001031743",4,0,4,6
"2940","NM_001031745",0,0,0,0
"2941","NM_001031746",350,321,216,196
"2942","NM_001031748",0,0,1,1
"2943","NM_001031749",0,0,0,0
"2944","NM_001031800",0,3,3,1
"2945","NM_001031801",39,47,40,51
"2946","NM_001031803",0,0,0,0
"2947","NM_001031804",561,529,247,137
"2948","NM_001031806",1,0,0,0
"2949","NM_001031809",0,0,0,0
"2950","NM_001031812",0,0,0,0
"2951","NM_001031827",0,0,0,0
"2952","NM_001031834",1,0,0,2
"2953","NM_001031835",18,10,12,12
"2954","NM_001031836",0,0,0,0
"2955","NM_001031847",0,0,0,0
"2956","NM_001031848",3,5,3,2
"2957","NM_001031849",136,182,159,144
"2958","NM_001031850",0,0,0,1
"2959","NM_001031853",0,0,0,0
"2960","NM_001031854",0,0,0,0
"2961","NM_001031855",0,0,0,0
"2962","NM_001032",3,3,4,1
"2963","NM_001032221",0,0,0,0
"2964","NM_001032278",0,0,3,0
"2965","NM_001032279",0,0,0,0
"2966","NM_001032280",25,25,26,20
"2967","NM_001032281",0,0,4,1
"2968","NM_001032282",0,0,0,0
"2969","NM_001032283",21,14,4,7
"2970","NM_001032284",0,0,0,0
"2971","NM_001032287",0,0,0,0
"2972","NM_001032288",0,0,0,0
"2973","NM_001032289",0,0,0,0
"2974","NM_001032291",0,0,0,0
"2975","NM_001032292",2,2,4,1
"2976","NM_001032293",0,0,0,0
"2977","NM_001032295",0,0,1,1
"2978","NM_001032296",0,0,0,0
"2979","NM_001032363",0,0,0,0
"2980","NM_001032367",0,0,0,0
"2981","NM_001032372",2,2,0,1
"2982","NM_001032373",0,0,0,0
"2983","NM_001032374",4,1,3,1
"2984","NM_001032377",0,0,0,0
"2985","NM_001032381",0,0,0,0
"2986","NM_001032382",0,0,0,0
"2987","NM_001032383",0,0,0,0
"2988","NM_001032384",0,0,0,0
"2989","NM_001032386",0,0,0,0
"2990","NM_001032387",0,0,0,0
"2991","NM_001032391",0,0,0,0
"2992","NM_001032392",0,0,0,0
"2993","NM_001032393",0,0,0,0
"2994","NM_001032394",0,0,0,0
"2995","NM_001032395",0,0,0,0
"2996","NM_001032396",0,0,0,0
"2997","NM_001032409",0,0,0,0
"2998","NM_001032410",1,0,0,1
"2999","NM_001032726",3,3,0,7
"3000","NM_001032730",13,8,14,13
"3001","NM_001032731",11,11,11,21
"3002","NM_001032998",0,0,0,0
"3003","NM_001032999",5,2,0,1
"3004","NM_001033",785,797,874,745
"3005","NM_001033002",0,0,0,0
"3006","NM_001033017",0,0,0,0
"3007","NM_001033018",0,0,0,0
"3008","NM_001033024",0,0,0,0
"3009","NM_001033025",0,0,0,0
"3010","NM_001033026",27,22,18,24
"3011","NM_001033028",13,9,7,7
"3012","NM_001033030",7,4,5,6
"3013","NM_001033031",1,0,1,0
"3014","NM_001033032",0,0,0,0
"3015","NM_001033044",0,0,0,0
"3016","NM_001033045",1,1,1,2
"3017","NM_001033046",0,0,0,0
"3018","NM_001033047",0,0,0,0
"3019","NM_001033050",0,0,0,0
"3020","NM_001033053",12,12,13,13
"3021","NM_001033054",0,0,0,0
"3022","NM_001033055",0,0,0,0
"3023","NM_001033056",20,21,17,9
"3024","NM_001033057",0,0,0,0
"3025","NM_001033080",0,0,0,0
"3026","NM_001033081",0,0,0,0
"3027","NM_001033082",0,0,0,0
"3028","NM_001033083",0,1,1,1
"3029","NM_001033087",0,0,0,0
"3030","NM_001033088",0,0,0,0
"3031","NM_001033112",2,1,4,2
"3032","NM_001033113",0,0,0,0
"3033","NM_001033117",0,0,0,0
"3034","NM_001033503",1,0,0,3
"3035","NM_001033504",0,0,0,0
"3036","NM_001033505",0,0,0,0
"3037","NM_001033506",3,3,4,5
"3038","NM_001033518",0,0,0,0
"3039","NM_001033519",0,0,0,0
"3040","NM_001033520",0,1,0,0
"3041","NM_001033521",2,1,3,5
"3042","NM_001033522",3,2,3,1
"3043","NM_001033549",0,0,0,0
"3044","NM_001033551",0,0,0,0
"3045","NM_001033553",0,0,0,0
"3046","NM_001033554",0,0,0,0
"3047","NM_001033555",0,0,0,0
"3048","NM_001033557",2,1,0,2
"3049","NM_001033559",0,0,0,0
"3050","NM_001033560",3,0,0,0
"3051","NM_001033561",61,42,60,58
"3052","NM_001033564",209,185,218,183
"3053","NM_001033566",0,0,0,0
"3054","NM_001033567",0,0,0,0
"3055","NM_001033568",0,0,0,0
"3056","NM_001033569",0,0,0,0
"3057","NM_001033570",0,0,0,0
"3058","NM_001033571",0,0,0,0
"3059","NM_001033572",0,0,0,0
"3060","NM_001033574",0,0,0,0
"3061","NM_001033575",25,19,26,18
"3062","NM_001033576",0,0,0,0
"3063","NM_001033578",1,3,3,5
"3064","NM_001033580",0,0,0,0
"3065","NM_001033581",1,0,0,0
"3066","NM_001033582",0,0,0,0
"3067","NM_001033583",0,0,0,0
"3068","NM_001033602",0,1,2,2
"3069","NM_001033604",0,0,0,0
"3070","NM_001033605",0,0,0,0
"3071","NM_001033667",0,0,0,0
"3072","NM_001033677",0,0,0,0
"3073","NM_001033678",0,0,0,0
"3074","NM_001033714",1,0,0,0
"3075","NM_001033719",39,45,34,42
"3076","NM_001033723",14,16,8,3
"3077","NM_001033756",0,0,0,0
"3078","NM_001033853",0,0,0,0
"3079","NM_001033855",0,0,0,0
"3080","NM_001033857",0,0,0,0
"3081","NM_001033858",0,0,0,0
"3082","NM_001033859",0,0,0,0
"3083","NM_001033873",1,1,1,1
"3084","NM_001033886",60,47,8,3
"3085","NM_001033910",3,6,0,1
"3086","NM_001033925",0,3,1,1
"3087","NM_001033930",0,1,1,2
"3088","NM_001033952",0,0,0,0
"3089","NM_001033953",0,0,0,0
"3090","NM_001034",0,0,0,0
"3091","NM_001034023",0,0,0,0
"3092","NM_001034024",0,0,0,0
"3093","NM_001034025",0,0,0,0
"3094","NM_001034077",0,0,0,0
"3095","NM_001034116",0,0,0,0
"3096","NM_001034172",0,0,0,0
"3097","NM_001034173",0,0,1,0
"3098","NM_001034194",3,3,3,1
"3099","NM_001034832",0,0,0,0
"3100","NM_001034833",0,0,0,0
"3101","NM_001034836",0,0,0,0
"3102","NM_001034837",0,0,0,0
"3103","NM_001034838",0,0,0,0
"3104","NM_001034841",61,49,108,120
"3105","NM_001034842",0,0,0,0
"3106","NM_001034845",0,0,2,0
"3107","NM_001034850",2,0,1,1
"3108","NM_001034852",0,0,0,0
"3109","NM_001034853",3,7,2,2
"3110","NM_001034914",1,6,4,5
"3111","NM_001034915",0,0,0,0
"3112","NM_001034954",0,0,0,0
"3113","NM_001034955",0,0,0,0
"3114","NM_001034956",0,0,0,0
"3115","NM_001034957",0,0,0,0
"3116","NM_001034996",20,24,20,29
"3117","NM_001035",0,0,10,16
"3118","NM_001035003",0,0,0,0
"3119","NM_001035004",0,0,0,0
"3120","NM_001035005",7,18,17,16
"3121","NM_001035006",0,0,0,0
"3122","NM_001035223",0,0,0,0
"3123","NM_001035230",0,0,0,0
"3124","NM_001035235",0,0,0,0
"3125","NM_001035247",0,0,0,0
"3126","NM_001035254",20,14,14,13
"3127","NM_001035256",0,0,0,0
"3128","NM_001035258",0,0,0,0
"3129","NM_001035260",0,0,0,0
"3130","NM_001035267",83,76,103,78
"3131","NM_001035505",0,0,0,0
"3132","NM_001035507",6,0,5,4
"3133","NM_001035511",0,0,0,0
"3134","NM_001035512",0,0,0,0
"3135","NM_001035513",0,0,0,0
"3136","NM_001035516",0,0,1,0
"3137","NM_001035521",0,0,0,0
"3138","NM_001035534",13,15,32,31
"3139","NM_001036",0,0,0,0
"3140","NM_001036645",0,1,0,0
"3141","NM_001036646",0,0,0,0
"3142","NM_001037",20,18,26,22
"3143","NM_001037125",3,5,5,0
"3144","NM_001037126",1,1,1,2
"3145","NM_001037131",2,4,6,2
"3146","NM_001037132",1,0,0,0
"3147","NM_001037144",0,0,0,0
"3148","NM_001037160",67,39,26,37
"3149","NM_001037161",18,22,14,7
"3150","NM_001037162",0,0,0,1
"3151","NM_001037163",220,211,220,187
"3152","NM_001037164",0,0,0,0
"3153","NM_001037165",393,301,317,347
"3154","NM_001037171",0,0,0,0
"3155","NM_001037172",0,0,0,0
"3156","NM_001037174",0,0,0,0
"3157","NM_001037175",0,0,0,0
"3158","NM_001037225",0,0,0,0
"3159","NM_001037232",0,4,3,2
"3160","NM_001037277",4,5,14,10
"3161","NM_001037281",0,0,0,0
"3162","NM_001037283",5,9,18,8
"3163","NM_001037288",0,0,0,0
"3164","NM_001037290",0,0,0,0
"3165","NM_001037293",0,0,0,0
"3166","NM_001037304",0,0,0,0
"3167","NM_001037305",0,0,0,0
"3168","NM_001037317",0,0,0,0
"3169","NM_001037324",0,0,0,0
"3170","NM_001037325",0,0,0,0
"3171","NM_001037328",0,0,0,0
"3172","NM_001037329",1,0,1,2
"3173","NM_001037330",44,51,30,25
"3174","NM_001037331",0,0,1,2
"3175","NM_001037333",0,0,0,0
"3176","NM_001037334",0,0,0,0
"3177","NM_001037335",81,53,53,70
"3178","NM_001037339",19,17,5,10
"3179","NM_001037340",2,0,0,2
